age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
33,?,250707,Some-college,10,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,22,0,40,United-States,<=50K
28,Private,268460,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
54,Private,62119,1st-4th,4,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
18,Private,280408,HS-grad,9,Never-married,?,Not-in-family,White,Female,8,0,12,United-States,<=50K
63,Self-emp-not-inc,33792,Prof-school,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,44,1,40,United-States,<=50K
26,?,156391,HS-grad,9,Never-married,?,Not-in-family,Black,Female,4198,0,22,United-States,<=50K
54,Self-emp-not-inc,202098,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,35,0,50,United-States,<=50K
45,Self-emp-inc,249795,Masters,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,16,0,40,England,>50K
53,Self-emp-not-inc,248102,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,11,0,40,United-States,>50K
27,Private,135878,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
28,Federal-gov,404015,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,Trinadad&Tobago,<=50K
65,Local-gov,152843,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,7865,0,40,United-States,<=50K
84,Self-emp-not-inc,20521,Prof-school,15,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,15771,0,50,India,>50K
28,?,194847,Doctorate,7,Married-AF-spouse,?,Wife,White,Female,4353,1,40,Laos,<=50K
58,Private,101458,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
26,Private,193263,Some-college,10,Never-married,Craft-repair,Other-relative,Black,Female,14,0,40,United-States,<=50K
52,Private,136332,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,30,0,57,Japan,>50K
50,Private,240206,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1,50,United-States,>50K
51,Never-worked,200354,Some-college,10,Married-civ-spouse,?,Other-relative,White,Male,0,0,10,United-States,<=50K
44,Self-emp-inc,269297,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,8055,0,50,Taiwan,>50K
20,Private,100699,1st-4th,4,Never-married,Other-service,Other-relative,White,Male,3548,1,40,United-States,<=50K
44,Private,223688,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
53,Private,204447,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,3409,1,49,United-States,<=50K
57,Federal-gov,99464,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,18,1,40,United-States,>50K
20,Federal-gov,133453,Some-college,10,Married-civ-spouse,?,Not-in-family,Asian-Pac-Islander,Male,3432,1,12,China,<=50K
24,Private,100546,Some-college,10,Divorced,Other-service,Unmarried,White,Female,11,0,33,United-States,<=50K
28,Private,193763,9th,4,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,19,Taiwan,<=50K
39,Private,22784,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Other,Male,20,0,40,Hong,<=50K
24,Private,186627,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,10,0,40,Vietnam,<=50K
26,Private,202469,Some-college,10,Never-married,Handlers-cleaners,Other-relative,White,Female,19,0,40,United-States,<=50K
54,Private,209735,10th,6,Divorced,Transport-moving,Other-relative,White,Female,33,0,40,United-States,<=50K
56,Private,191387,HS-grad,9,Divorced,Craft-repair,Not-in-family,Black,Female,28,0,40,United-States,<=50K
37,State-gov,86849,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,1,40,United-States,<=50K
36,Private,213771,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,21,0,40,United-States,<=50K
28,Private,199587,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,20,0,40,United-States,<=50K
38,Federal-gov,228231,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,21,0,61,United-States,>50K
28,Self-emp-not-inc,48580,Assoc-voc,11,Married-civ-spouse,Other-service,Wife,White,Female,0,0,29,United-States,>50K
25,Private,321886,Bachelors,13,Never-married,Sales,Own-child,White,Male,28,0,40,Mexico,<=50K
35,Self-emp-inc,35278,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,30,0,46,United-States,>50K
60,Local-gov,31551,Some-college,10,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,6,0,40,United-States,<=50K
52,Private,259597,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,22,0,40,United-States,<=50K
24,Private,235037,Bachelors,13,Never-married,Prof-specialty,Husband,Asian-Pac-Islander,Male,12,0,32,Taiwan,<=50K
65,Private,196009,5th-6th,5,Married-civ-spouse,Sales,Husband,White,Male,3465,0,36,United-States,>50K
17,Private,87086,HS-grad,9,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,14,0,32,Taiwan,<=50K
45,Private,195001,7th-8th,4,Never-married,Farming-fishing,Not-in-family,White,Male,30,0,32,United-States,<=50K
37,Local-gov,174873,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7871,0,40,United-States,>50K
28,Private,249164,HS-grad,9,Married-spouse-absent,Sales,Not-in-family,Other,Female,24,0,32,?,<=50K
46,?,74715,1st-4th,4,Married-AF-spouse,?,Wife,Other,Female,4732,0,40,United-States,<=50K
60,Private,123248,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4312,0,59,United-States,>50K
23,Private,188148,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,Other,Male,14,0,33,Taiwan,<=50K
27,Local-gov,211832,Assoc-voc,11,Never-married,Adm-clerical,Unmarried,White,Female,42,1,40,United-States,<=50K
51,Private,385675,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,4,0,50,United-States,<=50K
52,Local-gov,291193,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,27,1,40,United-States,<=50K
24,Private,364211,Some-college,9,Never-married,Farming-fishing,Not-in-family,White,Male,9,0,50,Greece,<=50K
27,Private,157438,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,34,0,40,United-States,<=50K
49,Private,186315,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,26,1,40,United-States,<=50K
30,State-gov,147058,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,27,0,40,United-States,<=50K
21,Private,96988,Assoc-acdm,12,Never-married,Sales,Own-child,White,Male,3,0,9,United-States,<=50K
55,Private,220628,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,11,0,50,United-States,<=50K
29,Private,194449,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,18,0,40,Jamaica,<=50K
26,Private,72208,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,44,0,40,United-States,<=50K
23,Private,193740,Assoc-voc,11,Never-married,Handlers-cleaners,Own-child,White,Female,9,1,40,Greece,<=50K
58,Private,373345,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,25,0,45,United-States,<=50K
63,Private,312660,Some-college,10,Never-married,Sales,Own-child,White,Male,6,0,34,United-States,<=50K
37,Private,203194,9th,4,Separated,Other-service,Unmarried,Black,Female,15,0,35,United-States,<=50K
28,Private,380816,Assoc-voc,13,Never-married,Adm-clerical,Not-in-family,White,Female,10,0,36,?,<=50K
45,Local-gov,185412,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,18,0,59,United-States,>50K
37,Private,82815,1st-4th,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,5,0,40,Taiwan,<=50K
27,Private,362026,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,5,0,40,United-States,<=50K
32,Private,211627,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,35,1793,49,United-States,>50K
32,Private,117633,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
36,?,58248,12th,7,Separated,Prof-specialty,Not-in-family,White,Female,4385,0,40,United-States,<=50K
54,Self-emp-not-inc,256521,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,39,0,40,United-States,>50K
52,Private,205458,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,38,Taiwan,<=50K
48,Private,131889,12th,4,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,24,0,40,United-States,<=50K
46,Private,203847,HS-grad,7,Married-civ-spouse,Transport-moving,Husband,White,Male,11,0,50,Vietnam,>50K
50,Private,112611,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,9,0,40,United-States,<=50K
23,Private,168171,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,41,0,40,Vietnam,<=50K
61,Private,166387,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,38,0,22,United-States,<=50K
56,Local-gov,99084,10th,6,Married-civ-spouse,Other-service,Other-relative,White,Female,11,0,50,United-States,<=50K
49,Private,73339,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Female,3599,0,40,United-States,<=50K
59,Private,118235,12th,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,Other,Female,3125,0,40,El-Salvador,<=50K
46,Private,151415,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,23,0,40,United-States,<=50K
30,Private,149532,HS-grad,9,Separated,Sales,Not-in-family,White,Female,28,0,49,United-States,>50K
41,Self-emp-not-inc,196092,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Male,22,0,49,United-States,<=50K
61,Private,144332,10th,6,Divorced,Other-service,Not-in-family,White,Female,17,0,40,United-States,<=50K
38,Local-gov,235718,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,4,0,40,United-States,<=50K
33,Private,96016,Some-college,10,Divorced,Craft-repair,Wife,Other,Male,34,0,40,Dominican-Republic,<=50K
28,Private,35826,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,6,0,29,United-States,>50K
27,Private,321779,Bachelors,13,Never-married,Tech-support,Other-relative,White,Male,13,0,59,?,>50K
63,Private,75710,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,55,0,34,United-States,>50K
27,Self-emp-inc,188226,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,28,1,40,United-States,>50K
29,Private,157470,Bachelors,13,Never-married,Sales,Unmarried,White,Male,23,0,18,United-States,<=50K
81,Self-emp-not-inc,211144,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,3923,0,50,United-States,>50K
45,Private,221124,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,White,Female,18,0,35,United-States,<=50K
64,Self-emp-not-inc,259180,7th-8th,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,199524,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,45,1,40,United-States,<=50K
33,Self-emp-not-inc,229214,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3506,0,50,Greece,<=50K
22,Private,186708,HS-grad,9,Never-married,Farming-fishing,Other-relative,White,Male,11,0,22,United-States,<=50K
62,Private,371527,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,5,0,50,United-States,>50K
32,Private,20698,HS-grad,9,Married-civ-spouse,Sales,Own-child,White,Male,7806,0,59,Guatemala,>50K
26,Private,260264,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,13,0,38,United-States,<=50K
51,Private,183088,Assoc-acdm,7,Divorced,Sales,Not-in-family,White,Female,8,1849,49,United-States,<=50K
63,Self-emp-not-inc,251056,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,7803,0,50,United-States,>50K
38,Private,174010,1st-4th,4,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,4,0,34,Taiwan,<=50K
29,Private,178741,HS-grad,9,Married-AF-spouse,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
19,Self-emp-not-inc,109800,11th,5,Never-married,Adm-clerical,Own-child,White,Male,12,0,49,Canada,<=50K
32,Private,156475,Some-college,10,Never-married,Tech-support,Own-child,White,Male,11,0,31,United-States,<=50K
58,Private,52220,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,18,0,49,United-States,<=50K
46,Private,180646,Some-college,10,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,13,0,32,United-States,<=50K
60,Private,243808,Bachelors,13,Never-married,Other-service,Other-relative,Black,Female,0,0,34,United-States,<=50K
34,Private,108913,Some-college,9,Married-civ-spouse,Craft-repair,Husband,White,Male,10,0,40,United-States,<=50K
41,Private,141945,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,4040,0,40,Mexico,<=50K
19,Private,115395,HS-grad,9,Separated,Sales,Unmarried,White,Female,31,0,40,United-States,<=50K
40,Local-gov,183391,Assoc-voc,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,7733,0,56,United-States,<=50K
19,?,37948,11th,7,Never-married,?,Own-child,White,Female,26,0,35,United-States,<=50K
48,Private,49991,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5,1,45,United-States,>50K
47,Private,88347,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
35,Private,180120,Preschool,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,17,1,40,Greece,>50K
37,Local-gov,45665,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,0,58,?,>50K
71,Self-emp-not-inc,200919,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,4035,0,40,United-States,<=50K
50,Local-gov,45759,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,46,1,40,United-States,>50K
24,Private,201047,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,35,Cuba,<=50K
31,Federal-gov,271598,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,6,0,58,United-States,<=50K
27,Private,211055,Some-college,10,Never-married,Handlers-cleaners,Other-relative,White,Male,4513,0,40,United-States,<=50K
50,Private,78908,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,7992,1,45,United-States,>50K
41,Private,196585,HS-grad,9,Separated,Sales,Unmarried,White,Female,30,0,50,United-States,>50K
50,Private,353439,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Other,Male,7,0,49,Mexico,>50K
31,Private,235981,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,8,0,40,United-States,<=50K
46,Private,215965,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,Black,Female,16,0,32,Dominican-Republic,<=50K
49,?,169475,HS-grad,9,Married-AF-spouse,Machine-op-inspct,Wife,Black,Female,14,0,40,United-States,<=50K
38,Local-gov,291244,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,20,0,40,United-States,<=50K
50,Private,135676,7th-8th,3,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,29,0,40,Mexico,<=50K
47,Private,163676,5th-6th,4,Never-married,Adm-clerical,Not-in-family,White,Female,27,0,40,United-States,<=50K
61,Private,138049,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,36,0,34,United-States,<=50K
34,Private,102749,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,17,0,29,United-States,<=50K
53,Private,166221,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,21,0,50,United-States,>50K
40,Private,124094,Masters,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,33,1,40,United-States,>50K
38,Local-gov,310875,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,6,0,60,United-States,>50K
47,Federal-gov,174205,Bachelors,13,Separated,Adm-clerical,Not-in-family,White,Female,38,0,40,United-States,<=50K
45,?,48988,HS-grad,9,Married-AF-spouse,?,Not-in-family,White,Female,34,0,40,United-States,<=50K
34,Local-gov,263723,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7525,0,50,United-States,>50K
50,Private,88299,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,41,0,37,United-States,>50K
50,Private,188951,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,31,United-States,<=50K
54,?,240732,7th-8th,5,Never-married,?,Not-in-family,White,Male,21,0,40,United-States,<=50K
69,Local-gov,54638,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,23,0,40,United-States,<=50K
38,Local-gov,313566,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7745,1,40,United-States,>50K
45,State-gov,195886,Some-college,10,Never-married,Tech-support,Own-child,White,Female,14,0,40,United-States,<=50K
21,Self-emp-not-inc,194069,5th-6th,7,Never-married,Farming-fishing,Other-relative,White,Male,0,0,36,United-States,<=50K
75,Private,248183,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,26,0,59,United-States,>50K
66,Private,248416,Preschool,4,Widowed,Transport-moving,Not-in-family,White,Female,9,0,40,United-States,<=50K
56,Self-emp-not-inc,153807,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,27,0,50,United-States,<=50K
20,Private,80509,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,24,0,40,United-States,<=50K
39,Private,46292,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,19,0,50,United-States,<=50K
28,Private,37393,5th-6th,3,Never-married,Other-service,Not-in-family,White,Female,2,1,33,Mexico,<=50K
24,Private,123943,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,42,0,40,United-States,<=50K
28,Private,184011,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,Amer-Indian-Eskimo,Female,16,0,36,United-States,<=50K
20,?,92837,Some-college,10,Married-civ-spouse,?,Husband,Black,Male,0,0,40,United-States,<=50K
32,Private,211833,Assoc-acdm,13,Never-married,Prof-specialty,Wife,White,Female,3945,1,50,United-States,>50K
19,State-gov,146021,12th,7,Never-married,Sales,Own-child,Black,Female,7,0,40,United-States,<=50K
19,?,70584,11th,7,Never-married,?,Unmarried,White,Female,7,0,35,United-States,<=50K
39,State-gov,90534,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Female,8027,0,49,Nicaragua,>50K
38,Private,172171,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,26,0,40,Canada,<=50K
51,Local-gov,107221,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,8,0,40,United-States,>50K
31,Local-gov,258190,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Male,34,1,50,?,>50K
61,Private,127705,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,6,0,40,United-States,<=50K
23,State-gov,38591,Bachelors,12,Never-married,Prof-specialty,Own-child,White,Male,3622,1,40,United-States,<=50K
44,Private,145903,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,7,0,40,United-States,<=50K
54,Local-gov,154085,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,0,40,United-States,>50K
25,Private,206228,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Male,0,0,18,Ecuador,<=50K
36,Self-emp-not-inc,31356,Some-college,10,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,10,0,40,Philippines,<=50K
25,Private,203264,Masters,14,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,15,1,19,Vietnam,<=50K
75,Self-emp-not-inc,35030,11th,16,Divorced,Sales,Not-in-family,White,Male,3208,0,32,United-States,<=50K
48,Self-emp-inc,163051,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,32,0,49,United-States,<=50K
50,Private,99895,HS-grad,9,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Female,29,0,40,Jamaica,<=50K
33,Local-gov,44115,Assoc-acdm,12,Never-married,Prof-specialty,Unmarried,White,Male,20,1,40,United-States,<=50K
55,Private,81241,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4017,1,40,United-States,>50K
48,?,35201,HS-grad,9,Married-AF-spouse,?,Wife,Asian-Pac-Islander,Female,15,0,17,United-States,<=50K
60,Self-emp-not-inc,168548,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,8,0,45,United-States,<=50K
55,Private,95078,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,9,0,33,United-States,<=50K
60,Private,419768,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,30,0,50,United-States,>50K
47,Private,184400,HS-grad,9,Separated,Farming-fishing,Unmarried,Black,Female,0,0,40,United-States,<=50K
24,Private,200611,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,22,0,40,United-States,<=50K
33,Private,182981,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,23,1,51,Greece,<=50K
60,Private,42073,10th,6,Married-civ-spouse,Other-service,Unmarried,White,Female,3622,0,36,United-States,<=50K
27,Private,42545,Bachelors,13,Never-married,Adm-clerical,Own-child,Black,Male,1,0,40,United-States,<=50K
24,Private,37632,10th,4,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States,<=50K
30,Private,118388,9th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,47,0,40,United-States,<=50K
21,Private,195356,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,24,0,40,United-States,<=50K
17,Private,194042,HS-grad,9,Never-married,Other-service,Own-child,White,Female,8,0,33,United-States,<=50K
52,Private,330209,10th,6,Divorced,Transport-moving,Not-in-family,White,Female,51,0,40,United-States,<=50K
37,Private,210668,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,20,0,37,United-States,<=50K
61,Private,128638,10th,6,Never-married,Other-service,Not-in-family,White,Female,47,0,40,United-States,<=50K
30,Local-gov,38041,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Female,19,1,50,United-States,>50K
43,Private,29093,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,12,1,50,United-States,>50K
21,?,258492,Some-college,10,Never-married,?,Not-in-family,White,Male,20,0,17,United-States,<=50K
18,Private,186677,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,23,0,30,United-States,<=50K
58,Private,231938,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15038,0,50,United-States,>50K
64,Private,156542,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,12,0,40,United-States,<=50K
36,Self-emp-not-inc,95239,Masters,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,8,0,40,United-States,>50K
35,Private,30814,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,13,United-States,<=50K
51,Private,96825,HS-grad,9,Divorced,Priv-house-serv,Not-in-family,Black,Female,26,0,40,United-States,<=50K
49,Private,224730,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7778,0,45,United-States,>50K
20,Private,132004,10th,7,Never-married,Handlers-cleaners,Other-relative,Black,Female,22,0,40,Trinadad&Tobago,<=50K
19,Private,254692,Bachelors,13,Never-married,Sales,Own-child,White,Female,3653,0,50,United-States,<=50K
39,Private,344985,Some-college,10,Married-civ-spouse,Sales,Own-child,White,Female,16,0,40,United-States,<=50K
22,Private,202645,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Female,32,0,32,United-States,<=50K
56,Self-emp-not-inc,31448,9th,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,14,0,49,United-States,>50K
32,Private,115664,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,10,0,40,United-States,>50K
60,Private,135946,HS-grad,9,Divorced,Sales,Not-in-family,Black,Female,13,0,40,United-States,<=50K
67,Private,55559,Some-college,10,Divorced,Farming-fishing,Unmarried,White,Female,0,0,40,United-States,<=50K
22,Private,26027,11th,7,Never-married,Other-service,Own-child,White,Female,50,1,18,United-States,<=50K
32,Private,219308,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,25,0,40,United-States,>50K
26,Self-emp-not-inc,186302,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,62,United-States,<=50K
61,Private,178065,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female,36,0,40,United-States,<=50K
25,Private,99608,HS-grad,9,Never-married,Sales,Own-child,White,Female,21,0,49,Puerto-Rico,<=50K
35,Private,229200,1st-4th,4,Never-married,Machine-op-inspct,Not-in-family,Other,Male,16,1,40,Philippines,<=50K
42,Local-gov,120018,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,17,0,57,United-States,<=50K
28,Private,111194,Some-college,10,Never-married,Handlers-cleaners,Own-child,Other,Male,0,0,31,United-States,<=50K
30,Self-emp-not-inc,193471,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,0,0,49,United-States,<=50K
24,Private,195638,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,9,0,40,United-States,<=50K
31,Private,147980,12th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,22,1,40,United-States,>50K
33,Local-gov,207811,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,20,0,40,United-States,>50K
17,Private,23405,Bachelors,13,Never-married,Sales,Own-child,White,Male,7,0,50,United-States,<=50K
38,Private,39806,Assoc-acdm,12,Never-married,Prof-specialty,Unmarried,Black,Female,3368,0,36,United-States,<=50K
24,Private,206017,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,3,0,40,United-States,<=50K
42,Private,177771,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,29,1,50,United-States,<=50K
30,Private,349479,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Female,8,1,40,United-States,<=50K
28,Private,227963,Bachelors,11,Never-married,Machine-op-inspct,Not-in-family,Black,Female,5,0,40,Philippines,<=50K
45,Self-emp-not-inc,182223,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,Male,20,0,40,United-States,<=50K
76,Private,165955,HS-grad,9,Widowed,Sales,Unmarried,White,Female,50,0,36,United-States,<=50K
22,Local-gov,224888,11th,4,Never-married,Adm-clerical,Other-relative,White,Female,24,0,40,Mexico,<=50K
32,Local-gov,30758,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,4672,0,40,United-States,>50K
18,Private,160261,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Female,14,0,40,United-States,<=50K
53,Private,197401,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,White,Female,18,0,40,United-States,<=50K
37,Private,43166,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,19,0,32,United-States,<=50K
76,Private,137126,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,<=50K
58,Private,193401,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,29,0,40,United-States,>50K
23,Private,138466,Assoc-acdm,12,Divorced,Handlers-cleaners,Unmarried,White,Female,34,0,50,United-States,<=50K
54,Private,127346,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,36,2064,50,United-States,>50K
35,Private,247530,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,6,0,40,United-States,<=50K
