age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
34,Private,73535,11th,7,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
19,Private,344591,5th-6th,3,Never-married,Other-service,Own-child,White,Male,1,0,40,Mexico,<=50K
38,?,99498,5th-6th,10,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,2,0,40,United-States,<=50K
50,Private,269863,5th-6th,3,Never-married,Other-service,Not-in-family,White,Female,2,0,11,United-States,<=50K
21,Private,282035,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,20,United-States,<=50K
36,Local-gov,114022,7th-8th,9,Divorced,Other-service,Unmarried,Black,Female,4,0,40,United-States,<=50K
34,?,77314,HS-grad,9,Married-civ-spouse,?,Husband,Black,Male,1,0,40,United-States,>50K
23,Private,124872,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,1,1,40,United-States,<=50K
25,Private,62500,HS-grad,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
61,Local-gov,168391,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,40,United-States,>50K
36,Private,254426,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1946,49,United-States,>50K
28,Private,239060,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
29,Private,213464,HS-grad,9,Never-married,Other-service,Own-child,White,Female,5,0,40,United-States,<=50K
32,Private,103412,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,<=50K
32,Private,81619,10th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3,0,40,United-States,>50K
34,Self-emp-not-inc,64868,Some-college,10,Divorced,Farming-fishing,Not-in-family,White,Male,2,0,50,United-States,<=50K
46,Private,211810,10th,6,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
47,Private,189396,Bachelors,13,Divorced,Sales,Unmarried,White,Female,3,0,40,United-States,<=50K
64,?,124502,7th-8th,4,Married-civ-spouse,?,Wife,White,Female,0,0,30,United-States,<=50K
27,Private,220566,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
67,Private,201441,7th-8th,4,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
27,Private,129961,5th-6th,7,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,1,0,40,United-States,<=50K
30,?,147113,HS-grad,9,Separated,?,Unmarried,Black,Female,3,0,40,United-States,<=50K
32,Local-gov,117652,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K
26,Private,182901,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,3,0,40,United-States,<=50K
42,Local-gov,158640,Masters,14,Married-civ-spouse,?,Husband,White,Male,1,0,40,United-States,>50K
20,Private,131486,9th,7,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
33,Private,89244,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,0,1,40,United-States,<=50K
49,Private,268548,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4,0,40,United-States,<=50K
25,Private,273918,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,40,United-States,<=50K
42,Self-emp-not-inc,197383,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
36,?,143195,Some-college,10,Divorced,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Private,208478,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,4,0,40,United-States,<=50K
32,Private,92925,10th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
38,Self-emp-not-inc,141859,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,13996,0,50,United-States,>50K
30,Private,90922,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,Black,Male,1,1945,40,United-States,<=50K
37,Private,129966,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,229533,Assoc-acdm,12,Never-married,Protective-serv,Own-child,White,Male,3,0,32,United-States,<=50K
46,Self-emp-inc,220756,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,54,United-States,<=50K
24,Private,303837,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,23,United-States,<=50K
36,Self-emp-not-inc,116866,Some-college,10,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
39,Private,158128,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,49,United-States,>50K
22,Private,129710,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,2,0,40,United-States,<=50K
25,Private,177824,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,1,0,40,United-States,<=50K
46,Private,183510,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,2,0,40,United-States,>50K
19,Private,86396,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,<=50K
57,?,102082,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,<=50K
43,Private,186831,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
59,Private,207068,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,1,1,40,United-States,<=50K
21,Private,78342,Some-college,10,Never-married,Other-service,Own-child,White,Male,3,0,40,United-States,<=50K
36,Private,248456,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1,1,40,United-States,>50K
42,Private,191827,Some-college,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,43,United-States,<=50K
48,Private,189965,9th,4,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
31,Private,229290,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,3603,0,40,United-States,<=50K
40,Private,135028,5th-6th,4,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
28,Private,186041,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,<=50K
27,Private,180897,5th-6th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,101224,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,1,0,40,United-States,<=50K
32,Private,125530,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,102458,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female,4564,0,40,United-States,<=50K
36,Private,182057,HS-grad,7,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
32,Private,180025,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,1,0,40,United-States,<=50K
32,Private,105104,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4784,0,40,United-States,<=50K
50,Private,154767,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Male,2432,0,40,United-States,<=50K
34,Private,341824,9th,5,Divorced,Machine-op-inspct,Not-in-family,White,Male,4,0,40,United-States,<=50K
36,Private,165506,5th-6th,11,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
52,Private,141053,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Private,104726,Some-college,10,Separated,Sales,Not-in-family,White,Female,1,0,40,United-States,<=50K
33,Local-gov,110312,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
25,Private,339955,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2,0,40,United-States,<=50K
42,Private,224549,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,4,0,40,United-States,>50K
30,Private,159199,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,40,United-States,<=50K
46,Self-emp-not-inc,164247,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,3,0,50,United-States,<=50K
27,Private,122429,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,2,0,40,United-States,<=50K
24,Private,284860,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,2,1,40,United-States,<=50K
26,Private,162711,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,1,0,40,United-States,<=50K
33,Private,195715,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,50,United-States,<=50K
41,Private,143298,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
28,Private,132683,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
49,?,213115,Doctorate,16,Divorced,?,Not-in-family,White,Female,17826,0,49,United-States,>50K
55,Private,229543,Some-college,10,Separated,Other-service,Not-in-family,White,Female,0,1,40,United-States,<=50K
41,Private,192569,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,50,United-States,>50K
45,Private,68318,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,3,0,40,United-States,<=50K
40,Private,118618,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
29,Private,100077,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,3,0,40,United-States,<=50K
24,Private,88664,Assoc-voc,11,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K
18,?,85018,HS-grad,9,Separated,?,Own-child,White,Male,0,0,13,United-States,<=50K
23,?,247220,11th,7,Never-married,?,Not-in-family,White,Male,1,0,9,United-States,<=50K
70,Local-gov,79240,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2057,40,United-States,<=50K
36,Private,85348,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,40,United-States,<=50K
29,?,199841,Bachelors,13,Never-married,?,Own-child,White,Female,1,1782,40,United-States,<=50K
59,Local-gov,94756,10th,6,Divorced,Prof-specialty,Not-in-family,White,Male,3,0,40,United-States,<=50K
35,Private,163202,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Female,2,0,40,United-States,<=50K
41,Private,312311,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,1,0,40,United-States,<=50K
37,Private,139897,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1,0,40,United-States,<=50K
28,Private,91981,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,48,United-States,<=50K
19,Private,140299,HS-grad,10,Never-married,Exec-managerial,Own-child,White,Male,2,0,49,United-States,<=50K
58,Private,58253,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,1,0,31,United-States,<=50K
22,Private,75495,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,1,0,40,United-States,<=50K
24,Private,187095,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,30,0,40,United-States,<=50K
61,Local-gov,94579,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,2,0,40,United-States,<=50K
48,Private,128291,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,1886,40,United-States,>50K
52,Private,278919,5th-6th,11,Married-civ-spouse,Tech-support,Husband,White,Male,3795,0,40,United-States,<=50K
49,Private,239055,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
36,Self-emp-not-inc,124831,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,2,0,40,United-States,<=50K
19,State-gov,114858,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,3,0,38,United-States,<=50K
48,Self-emp-not-inc,145172,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,1,0,51,United-States,<=50K
43,Private,178377,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,3494,0,50,United-States,>50K
25,Private,76830,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
61,?,118691,Bachelors,13,Married-civ-spouse,?,Husband,White,Female,0,0,23,United-States,<=50K
31,Private,138054,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
56,Private,157467,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,1,0,28,United-States,<=50K
49,Private,64693,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,40,United-States,>50K
44,Federal-gov,259607,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,>50K
29,State-gov,203041,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,1,50,United-States,<=50K
32,Private,203239,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,289335,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1,0,49,United-States,<=50K
35,Private,192284,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,17,0,40,United-States,>50K
33,Private,141567,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,1,1,40,United-States,<=50K
52,Private,133430,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,7473,0,40,United-States,>50K
47,Private,165999,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1,1846,40,United-States,>50K
60,Self-emp-inc,203564,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,40,United-States,>50K
29,Private,222045,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,22,United-States,<=50K
58,Private,143662,9th,5,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,>50K
26,Private,117513,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,82374,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,3,0,40,United-States,<=50K
43,Private,210390,Masters,14,Never-married,Sales,Not-in-family,White,Male,1,0,40,United-States,<=50K
35,Private,221575,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Female,1,0,40,United-States,<=50K
70,Private,235661,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,12,United-States,<=50K
47,Private,109093,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,49,United-States,<=50K
26,?,175223,HS-grad,9,Divorced,?,Unmarried,White,Female,0,0,14,United-States,<=50K
32,Private,76947,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,3,0,40,United-States,<=50K
51,Local-gov,102521,Masters,14,Married-civ-spouse,Protective-serv,Husband,White,Male,2,1,61,United-States,>50K
26,Private,81560,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,48,United-States,<=50K
36,Private,336256,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,2,0,40,United-States,<=50K
35,Private,88066,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Female,3,0,40,United-States,<=50K
35,Private,210508,5th-6th,10,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
40,Private,200731,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,207407,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1,40,United-States,<=50K
20,Self-emp-not-inc,116259,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,3,0,31,United-States,<=50K
40,Self-emp-not-inc,182858,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,40,United-States,<=50K
21,Private,235747,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
28,Private,89287,7th-8th,4,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K
33,Private,108658,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,48,United-States,>50K
24,Private,96694,9th,5,Never-married,Other-service,Own-child,White,Female,3,0,29,United-States,<=50K
65,Private,234650,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,15,United-States,<=50K
23,Private,110583,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,24,United-States,<=50K
29,Private,214940,11th,7,Never-married,Other-service,Not-in-family,Black,Female,1,0,40,United-States,<=50K
46,Self-emp-not-inc,167917,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,4,0,40,United-States,<=50K
27,Private,128245,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,49,United-States,<=50K
30,Private,65478,Some-college,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,50,United-States,>50K
28,Private,86790,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,40,United-States,<=50K
27,Private,115835,11th,7,Never-married,Transport-moving,Not-in-family,White,Male,2,0,40,United-States,<=50K
56,Private,118124,5th-6th,3,Married-civ-spouse,Adm-clerical,Wife,White,Female,1,0,40,Mexico,<=50K
54,Self-emp-not-inc,43199,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,2908,0,50,United-States,<=50K
30,Private,78196,Some-college,10,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
26,Private,326655,Some-college,10,Never-married,Sales,Unmarried,White,Female,1,0,40,United-States,<=50K
59,Self-emp-not-inc,209461,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
49,Private,204145,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,2,1874,40,United-States,<=50K
54,Private,200664,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4,0,40,United-States,>50K
32,Private,85473,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,83485,Masters,14,Separated,Exec-managerial,Own-child,White,Male,1,0,49,United-States,<=50K
24,?,320918,Some-college,10,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
25,Private,199882,HS-grad,9,Never-married,Sales,Own-child,White,Female,3,1697,31,United-States,<=50K
43,Private,220566,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,1,0,50,United-States,<=50K
30,Self-emp-not-inc,85888,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,2,0,58,United-States,<=50K
65,Self-emp-not-inc,153822,11th,7,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,90684,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
49,Private,158422,9th,5,Divorced,Machine-op-inspct,Not-in-family,White,Male,5047,0,40,United-States,<=50K
33,Private,121540,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
56,Self-emp-inc,124002,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
28,Private,146496,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,1,0,40,United-States,<=50K
33,Private,126315,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,3135,0,40,United-States,<=50K
46,Private,178246,Bachelors,13,Married-spouse-absent,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,1,0,40,United-States,<=50K
51,Private,251856,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
27,Private,183831,11th,11,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
40,Private,312695,Some-college,10,Divorced,Sales,Not-in-family,White,Male,3,0,49,United-States,<=50K
24,Private,208693,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
39,Private,324617,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,40,United-States,>50K
26,Private,173822,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
27,Private,158363,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
40,Private,183843,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,15971,2,40,United-States,>50K
31,Private,292832,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,47,United-States,<=50K
57,?,89029,Some-college,10,Divorced,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
61,Private,86144,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,2,0,40,United-States,<=50K
36,Private,98652,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
29,Private,97000,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,173297,Some-college,10,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
47,Local-gov,144150,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,7243,1,40,United-States,>50K
28,Local-gov,186896,Bachelors,14,Never-married,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
35,Private,117308,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
23,Private,192019,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
57,Private,213796,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
20,Private,184804,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,19,United-States,<=50K
37,Private,207390,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
42,Private,194164,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,6,0,40,United-States,>50K
38,Self-emp-not-inc,217798,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,2,0,69,United-States,>50K
21,Private,369143,5th-6th,7,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K
72,?,132268,11th,7,Married-civ-spouse,?,Wife,White,Female,3899,0,40,United-States,<=50K
25,Private,222910,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,1,0,40,United-States,<=50K
46,Private,159760,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
35,Private,90885,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,2,0,53,United-States,>50K
42,Private,115637,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,1,0,40,United-States,<=50K
40,Private,126887,HS-grad,9,Divorced,Craft-repair,Not-in-family,Black,Male,2,0,40,United-States,<=50K
50,Private,190993,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
53,Self-emp-not-inc,82162,11th,7,Never-married,Protective-serv,Not-in-family,White,Male,0,0,33,United-States,<=50K
38,Private,188806,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,2,0,40,United-States,<=50K
53,Private,188456,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
41,Private,214017,Assoc-voc,7,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Private,201754,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
33,Private,219372,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3464,0,40,United-States,<=50K
39,Private,146550,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,40,United-States,>50K
43,Private,214641,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
49,Private,87148,5th-6th,10,Separated,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,4577,0,40,United-States,<=50K
48,Self-emp-not-inc,140755,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,2,1,74,United-States,>50K
42,Private,369513,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,1,0,40,United-States,<=50K
20,Private,268621,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,1,0,16,United-States,<=50K
57,Private,232057,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,1,0,40,United-States,<=50K
29,Private,226875,Masters,14,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
28,Private,282346,11th,7,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,Private,111172,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
63,Self-emp-not-inc,90700,10th,6,Divorced,Transport-moving,Not-in-family,White,Male,3252,1,49,United-States,<=50K
58,Federal-gov,97022,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States,>50K
32,Private,146789,Assoc-acdm,12,Separated,Sales,Not-in-family,White,Male,1,0,40,United-States,<=50K
35,Private,96608,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,Private,98038,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
42,Private,111332,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
28,Private,345977,Some-college,10,Never-married,Sales,Own-child,White,Female,1,0,40,United-States,<=50K
43,Private,173264,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Male,14924,0,50,United-States,>50K
34,Private,223346,1st-4th,2,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Mexico,<=50K
36,Private,117288,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,58,United-States,>50K
45,Private,171383,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Black,Female,1,0,40,United-States,<=50K
49,Private,219461,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,2211,59,United-States,>50K
50,Private,260179,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
68,Local-gov,132530,Bachelors,13,Widowed,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
43,Private,288817,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Male,3,0,40,United-States,<=50K
24,Private,182780,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,2,0,40,United-States,<=50K
70,Private,143009,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
40,Private,126265,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,40,United-States,>50K
27,Private,93260,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,1,0,35,United-States,<=50K
67,Local-gov,106201,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,21,United-States,<=50K
24,Private,215688,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,1,0,40,United-States,<=50K
31,Private,191989,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
43,Private,198084,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,2,0,40,United-States,<=50K
49,Private,84250,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,7663,0,40,United-States,>50K
49,Private,104045,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,1,1800,40,United-States,>50K
61,Local-gov,43720,Assoc-voc,11,Widowed,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
49,Private,123083,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,40,United-States,>50K
51,Private,155580,10th,6,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
